Time_Peltier_On;T1;T2
02:02.6;-4.859;-4.797
02:02.8;-4.89;-4.8
02:03.0;-4.873;-4.837
02:03.2;-4.876;-4.846
02:03.4;-4.916;-4.857
02:03.6;-4.902;-4.865
02:03.8;-4.936;-4.885
02:04.0;-4.941;-4.868
02:04.2;-4.967;-4.891
02:04.4;-4.975;-4.905
02:04.6;-4.978;-4.931
02:04.8;-5.001;-4.936
02:05.0;-5.009;-4.948
02:05.2;-5.029;-4.959
02:05.4;-5.041;-4.979
02:05.6;-5.058;-4.999
02:05.8;-5.066;-5.018
02:06.0;-5.103;-5.027
02:06.2;-5.058;-5.069
02:06.4;-5.123;-5.047
02:06.6;-5.134;-5.089
02:06.8;-5.157;-5.106
02:07.0;-5.154;-5.095
02:07.2;-5.16;-5.123
02:07.4;-5.188;-5.135
02:07.6;-5.191;-5.14
02:07.8;-5.202;-5.154
02:08.0;-5.228;-5.177
02:08.2;-5.262;-5.18
02:08.4;-5.27;-5.197
02:08.6;-5.27;-5.208
02:08.8;-5.293;-5.225
02:09.0;-5.304;-5.251
02:09.2;-5.31;-5.254
02:09.4;-5.321;-5.268
02:09.6;-5.335;-5.279
02:09.8;-5.364;-5.31
02:10.0;-5.378;-5.305
02:10.2;-5.389;-5.33
02:10.4;-5.383;-5.347
02:10.6;-5.4;-5.353
02:10.8;-5.417;-5.367
02:11.0;-5.449;-5.395
02:11.2;-5.443;-5.415
02:11.4;-5.471;-5.429
02:11.6;-5.477;-5.421
02:11.8;-5.494;-5.446
02:12.0;-5.511;-5.444
02:12.2;-5.517;-5.478
02:12.4;-5.525;-5.458
02:12.6;-5.536;-5.497
02:12.8;-5.582;-5.506
02:13.0;-5.57;-5.517
02:13.2;-5.585;-5.543
02:13.4;-5.602;-5.543
02:13.6;-5.604;-5.54
02:13.8;-5.63;-5.58
02:14.0;-5.644;-5.565
02:14.2;-5.641;-5.594
02:14.4;-5.656;-5.619
02:14.6;-5.681;-5.619
02:14.8;-5.698;-5.636
02:15.0;-5.684;-5.656
02:15.2;-5.721;-5.667
02:15.4;-5.712;-5.673
02:15.6;-5.749;-5.679
02:15.8;-5.746;-5.699
02:16.0;-5.743;-5.721
02:16.2;-5.772;-5.724
02:16.4;-5.789;-5.752
02:16.6;-5.811;-5.769
02:16.8;-5.817;-5.769
02:17.0;-5.851;-5.795
02:17.2;-5.851;-5.792
02:17.4;-5.868;-5.806
02:17.6;-5.879;-5.823
02:17.8;-5.882;-5.82
02:18.0;-5.894;-5.837
02:18.2;-5.899;-5.846
02:18.4;-5.913;-5.874
02:18.6;-5.933;-5.886
02:18.8;-5.95;-5.883
02:19.0;-5.93;-5.914
02:19.2;-5.979;-5.92
02:19.4;-5.976;-5.937
02:19.6;-6.001;-5.954
02:19.8;-6.01;-5.973
02:20.0;-6.024;-5.956
02:20.2;-6.024;-5.982
02:20.4;-6.03;-5.985
02:20.6;-6.072;-6.016
02:20.8;-6.083;-6.044
02:21.0;-6.078;-6.033
02:21.2;-6.112;-6.039
02:21.4;-6.106;-6.061
02:21.6;-6.132;-6.084
02:21.8;-6.149;-6.081
02:22.0;-6.151;-6.115
02:22.2;-6.149;-6.146
02:22.4;-6.174;-6.132
02:22.6;-6.188;-6.141
02:22.8;-6.208;-6.149
02:23.0;-6.222;-6.175
02:23.2;-6.231;-6.163
02:23.4;-6.251;-6.197
02:23.6;-6.276;-6.195
02:23.8;-6.279;-6.226
02:24.0;-6.279;-6.217
02:24.2;-6.282;-6.251
02:24.4;-6.321;-6.246
02:24.6;-6.327;-6.274
02:24.8;-6.319;-6.294
02:25.0;-6.355;-6.294
02:25.2;-6.347;-6.319
02:25.4;-6.378;-6.331
02:25.6;-6.389;-6.333
02:25.8;-6.395;-6.331
02:26.0;-6.415;-6.353
02:26.2;-6.412;-6.367
02:26.4;-6.432;-6.387
02:26.6;-6.449;-6.396
02:26.8;-6.429;-6.404
02:27.0;-6.489;-6.433
02:27.2;-6.5;-6.433
02:27.4;-6.494;-6.441
02:27.6;-6.503;-6.478
02:27.8;-6.491;-6.469
02:28.0;-6.523;-6.484
02:28.2;-6.562;-6.529
02:28.4;-6.579;-6.498
02:28.6;-6.591;-6.543
02:28.8;-6.602;-6.535
02:29.0;-6.596;-6.557
02:29.2;-6.633;-6.554
02:29.4;-6.647;-6.58
02:29.6;-6.647;-6.605
02:29.8;-6.653;-6.62
02:30.0;-6.69;-6.631
02:30.2;-6.676;-6.622
02:30.4;-6.687;-6.637
02:30.6;-6.715;-6.656
02:30.8;-6.715;-6.659
02:31.0;-6.718;-6.682
02:31.2;-6.761;-6.685
02:31.4;-6.744;-6.702
02:31.6;-6.752;-6.72
02:31.8;-6.793;-6.734
02:32.0;-6.796;-6.754
02:32.2;-6.81;-6.763
02:32.4;-6.822;-6.768
02:32.6;-6.813;-6.766
02:32.8;-6.85;-6.791
02:33.0;-6.847;-6.811
02:33.2;-6.864;-6.822
02:33.4;-6.893;-6.842
02:33.6;-6.901;-6.845
02:33.8;-6.907;-6.856
02:34.0;-6.941;-6.865
02:34.2;-6.935;-6.896
02:34.4;-6.961;-6.904
02:34.6;-6.955;-6.921
02:34.8;-6.975;-6.919
02:35.0;-6.992;-6.938
02:35.2;-6.978;-6.953
02:35.4;-7.009;-6.964
02:35.6;-7.029;-6.964
02:35.8;-7.04;-6.984
02:36.0;-7.06;-7.006
02:36.2;-7.06;-7.018
02:36.4;-7.08;-7.038
02:36.6;-7.102;-7.046
02:36.8;-7.111;-7.049
02:37.0;-7.097;-7.069
02:37.2;-7.15;-7.083
02:37.4;-7.142;-7.08
02:37.6;-7.156;-7.1
02:37.8;-7.176;-7.123
02:38.0;-7.17;-7.14
02:38.2;-7.187;-7.14
02:38.4;-7.201;-7.151
02:38.6;-7.216;-7.159
02:38.8;-7.238;-7.176
02:39.0;-7.261;-7.205
02:39.2;-7.275;-7.227
02:39.4;-7.286;-7.205
02:39.6;-7.269;-7.219
02:39.8;-7.292;-7.253
02:40.0;-7.301;-7.259
02:40.2;-7.318;-7.261
02:40.4;-7.323;-7.284
02:40.6;-7.354;-7.301
02:40.8;-7.371;-7.318
02:41.0;-7.357;-7.344
02:41.2;-7.403;-7.338
02:41.4;-7.397;-7.361
02:41.6;-7.428;-7.358
02:41.8;-7.434;-7.389
02:42.0;-7.448;-7.395
02:42.2;-7.459;-7.406
02:42.4;-7.468;-7.412
02:42.6;-7.476;-7.423
02:42.8;-7.502;-7.449
02:43.0;-7.53;-7.463
02:43.2;-7.507;-7.477
02:43.4;-7.541;-7.468
02:43.6;-7.544;-7.491
02:43.8;-7.55;-7.525
02:44.0;-7.573;-7.511
02:44.2;-7.564;-7.528
02:44.4;-7.604;-7.531
02:44.6;-7.601;-7.553
02:44.8;-7.601;-7.562
02:45.0;-7.612;-7.568
02:45.2;-7.621;-7.582
02:45.4;-7.643;-7.604
02:45.6;-7.675;-7.61
02:45.8;-7.683;-7.624
02:46.0;-7.706;-7.655
02:46.2;-7.726;-7.647
02:46.4;-7.723;-7.67
02:46.6;-7.743;-7.678
02:46.8;-7.743;-7.704
02:47.0;-7.745;-7.704
02:47.2;-7.777;-7.706
02:47.4;-7.785;-7.74
02:47.6;-7.791;-7.735
02:47.8;-7.822;-7.772
02:48.0;-7.828;-7.772
02:48.2;-7.819;-7.78
02:48.4;-7.85;-7.803
02:48.6;-7.845;-7.814
02:48.8;-7.864;-7.82
02:49.0;-7.881;-7.823
02:49.2;-7.901;-7.854
02:49.4;-7.913;-7.868
02:49.6;-7.927;-7.868
02:49.8;-7.928;-7.892
02:50.0;-7.965;-7.92
02:50.2;-7.974;-7.917
02:50.4;-7.971;-7.934
02:50.6;-8.005;-7.946
02:50.8;-8.008;-7.943
02:51.0;-8.016;-7.971
02:51.2;-8.019;-7.994
02:51.4;-8.042;-8.002
02:51.6;-8.053;-8.002
02:51.8;-8.078;-8.025
02:52.0;-8.07;-8.036
02:52.2;-8.101;-8.045
02:52.4;-8.112;-8.054
02:52.6;-8.115;-8.079
02:52.8;-8.132;-8.09
02:53.0;-8.149;-8.099
02:53.2;-8.172;-8.107
02:53.4;-8.166;-8.124
02:53.6;-8.195;-8.13
02:53.8;-8.2;-8.164
02:54.0;-8.2;-8.175
02:54.2;-8.223;-8.181
02:54.4;-8.229;-8.184
02:54.6;-8.237;-8.201
02:54.8;-8.251;-8.212
02:55.0;-8.285;-8.212
02:55.2;-8.305;-8.226
02:55.4;-8.299;-8.258
02:55.6;-8.294;-8.269
02:55.8;-8.321;-8.284
02:56.0;-8.312;-8.27
02:56.2;-8.355;-8.293
02:56.4;-8.332;-8.321
02:56.6;-8.377;-8.313
02:56.8;-8.392;-8.341
02:57.0;-8.397;-8.352
02:57.2;-8.434;-8.364
02:57.4;-8.426;-8.352
02:57.6;-8.445;-8.395
02:57.8;-8.451;-8.398
02:58.0;-8.46;-8.395
02:58.2;-8.462;-8.443
02:58.4;-8.508;-8.435
02:58.6;-8.505;-8.443
02:58.8;-8.499;-8.472
02:59.0;-8.528;-8.477
02:59.2;-8.536;-8.494
02:59.4;-8.562;-8.511
02:59.6;-8.567;-8.517
02:59.8;-8.584;-8.535
03:00.0;-8.613;-8.532
03:00.2;-8.598;-8.549
03:00.4;-8.624;-8.552
03:00.6;-8.632;-8.586
03:00.8;-8.649;-8.589
03:01.0;-8.649;-8.598
03:01.2;-8.675;-8.612
03:01.4;-8.686;-8.6
03:01.6;-8.686;-8.612
03:01.8;-8.712;-8.64
03:02.0;-8.734;-8.657
03:02.2;-8.732;-8.686
03:02.4;-8.754;-8.7
03:02.6;-8.746;-8.697
03:02.8;-8.774;-8.708
03:03.0;-8.766;-8.714
03:03.2;-8.791;-8.734
03:03.4;-8.811;-8.734
03:03.6;-7.201;-6.044
03:03.8;-5.938;-4.951
03:04.0;-5.144;-4.273
03:04.2;-4.801;-4.066
03:04.4;-4.736;-3.998
03:04.6;-4.756;-4.055
03:04.8;-4.838;-4.103
03:05.0;-4.94;-4.234
03:05.2;-5.076;-4.316
03:05.4;-5.187;-4.429
03:05.6;-5.269;-4.548
03:05.8;-5.379;-4.636
03:06.0;-5.487;-4.725
03:06.2;-5.603;-4.813
03:06.4;-5.654;-4.892
03:06.6;-5.731;-4.941
03:06.8;-5.838;-5.02
03:07.0;-5.884;-5.085
03:07.2;-5.991;-5.142
03:07.4;-6.037;-5.201
03:07.6;-6.11;-5.258
03:07.8;-6.167;-5.334
03:08.0;-6.222;-5.39
03:08.2;-6.29;-5.438
03:08.4;-6.31;-5.483
03:08.6;-6.372;-5.534
03:08.8;-6.435;-5.574
03:09.0;-6.491;-5.639
03:09.2;-6.548;-5.682
03:09.4;-6.588;-5.716
03:09.6;-6.619;-5.758
03:09.8;-6.676;-5.812
03:10.0;-6.696;-5.832
03:10.2;-6.738;-5.88
03:10.4;-6.789;-5.931
03:10.6;-6.843;-5.968
03:10.8;-6.877;-5.996
03:11.0;-6.9;-6.033
03:11.2;-6.953;-6.075
03:11.4;-6.999;-6.101
03:11.6;-7.047;-6.149
03:11.8;-7.064;-6.175
03:12.0;-7.078;-6.195
03:12.2;-7.115;-6.206
03:12.4;-7.155;-6.26
03:12.6;-7.163;-6.299
03:12.8;-7.223;-6.336
03:13.0;-7.257;-6.365
03:13.2;-7.279;-6.376
03:13.4;-7.293;-6.393
03:13.6;-7.322;-6.43
03:13.8;-7.364;-6.464
03:14.0;-7.384;-6.492
03:14.2;-7.446;-6.509
03:14.4;-7.446;-6.546
03:14.6;-7.495;-6.583
03:14.8;-7.497;-6.614
03:15.0;-7.54;-6.639
03:15.2;-7.557;-6.645
03:15.4;-7.599;-6.679
03:15.6;-7.622;-6.713
03:15.8;-7.648;-6.727
03:16.0;-7.646;-6.743
03:16.2;-7.669;-6.754
03:16.4;-7.709;-6.797
03:16.6;-7.723;-6.825
03:16.8;-7.765;-6.839
03:17.0;-7.779;-6.873
03:17.2;-7.819;-6.882
03:17.4;-7.822;-6.93
03:17.6;-7.862;-6.97
03:17.8;-7.899;-6.955
03:18.0;-7.916;-6.981
03:18.2;-7.921;-7.018
03:18.4;-7.981;-7.052
03:18.6;-7.972;-7.06
03:18.8;-8.006;-7.077
03:19.0;-8.02;-7.117
03:19.2;-8.057;-7.106
03:19.4;-8.1;-7.159
03:19.6;-8.108;-7.185
03:19.8;-8.131;-7.182
03:20.0;-8.156;-7.23
03:20.2;-8.205;-7.25
03:20.4;-8.205;-7.29
03:20.6;-8.213;-7.304
03:20.8;-8.253;-7.318
03:21.0;-8.275;-7.352
03:21.2;-8.301;-7.38
03:21.4;-8.326;-7.38
03:21.6;-8.335;-7.4
03:21.8;-8.36;-7.429
03:22.0;-8.386;-7.457
03:22.2;-8.411;-7.485
03:22.4;-8.46;-7.502
03:22.6;-8.445;-7.539
03:22.8;-8.474;-7.556
03:23.0;-8.505;-7.573
03:23.2;-8.542;-7.602
03:23.4;-8.581;-7.63
03:23.6;-8.596;-7.638
03:23.8;-8.598;-7.681
03:24.0;-8.647;-7.723
03:24.2;-8.661;-7.732
03:24.4;-8.672;-7.76
03:24.6;-8.709;-7.794
03:24.8;-8.74;-7.823
03:25.0;-8.768;-7.831
03:25.2;-8.783;-7.876
03:25.4;-8.836;-7.893
03:25.6;-8.848;-7.927
03:25.8;-8.851;-7.953
03:26.0;-8.896;-7.964
03:26.2;-8.947;-8.004
03:26.4;-8.933;-8.029
03:26.6;-8.961;-8.058
03:26.8;-9.021;-8.095
03:27.0;-9.035;-8.14
03:27.2;-9.072;-8.148
03:27.4;-9.063;-8.197
03:27.6;-9.111;-8.225
03:27.8;-9.145;-8.239
03:28.0;-9.179;-8.283
03:28.2;-9.191;-8.306
03:28.4;-9.239;-8.334
03:28.6;-9.27;-8.388
03:28.8;-9.301;-8.411
03:29.0;-9.313;-8.436
03:29.2;-9.321;-8.473
03:29.4;-9.358;-8.507
03:29.6;-9.403;-8.558
03:29.8;-9.417;-8.575
03:30.0;-9.486;-8.598
03:30.2;-9.503;-8.652
03:30.4;-9.558;-8.703
03:30.6;-9.575;-8.742
03:30.8;-9.616;-8.776
03:31.0;-9.627;-8.807
03:31.2;-9.67;-8.867
03:31.4;-9.708;-8.912
03:31.6;-9.728;-8.943
03:31.8;-9.774;-9.009
03:32.0;-9.805;-9.031
03:32.2;-9.847;-9.075
03:32.4;-9.864;-9.126
03:32.6;-9.911;-9.16
03:32.8;-9.977;-9.237
03:33.0;-9.985;-9.251
03:33.2;-10.063;-9.313
03:33.4;-10.095;-9.37
03:33.6;-10.1;-9.427
03:33.8;-10.17;-9.461
03:34.0;-10.218;-9.547
03:34.2;-10.262;-9.587
03:34.4;-10.302;-9.648
03:34.6;-10.336;-9.705
03:34.8;-10.4;-9.783
03:35.0;-10.426;-9.832
03:35.2;-10.498;-9.895
03:35.4;-10.523;-9.976
03:35.6;-10.581;-10.036
03:35.8;-10.624;-10.097
03:36.0;-10.708;-10.192
03:36.2;-10.719;-10.229
03:36.4;-10.805;-10.31
03:36.6;-10.837;-10.382
03:36.8;-10.915;-10.471
03:37.0;-10.938;-10.546
03:37.2;-11.021;-10.6
03:37.4;-11.07;-10.681
03:37.6;-11.151;-10.767
03:37.8;-11.203;-10.845
03:38.0;-11.234;-10.931
03:38.2;-11.295;-11.018
03:38.4;-11.398;-11.11
03:38.6;-11.398;-11.205
03:38.8;-11.485;-11.256
03:39.0;-11.551;-11.328
03:39.2;-11.597;-11.415
03:39.4;-11.651;-11.458
03:39.6;-11.7;-11.518
03:39.8;-11.7;-11.567
03:40.0;-11.749;-11.605
03:40.2;-11.769;-11.628
03:40.4;-11.795;-11.642
03:40.6;-11.815;-11.685
03:40.8;-11.81;-11.691
03:41.0;-11.824;-11.7
03:41.2;-11.827;-11.723
03:41.4;-11.818;-11.743
03:41.6;-11.813;-11.734
03:41.8;-11.824;-11.737
03:42.0;-11.795;-11.74
03:42.2;-11.815;-11.749
03:42.4;-11.818;-11.749
03:42.6;-11.807;-11.754
03:42.8;-11.795;-11.766
03:43.0;-11.792;-11.725
03:43.2;-11.758;-11.743
03:43.4;-11.761;-11.743
03:43.6;-11.775;-11.737
03:43.8;-11.784;-11.731
03:44.0;-11.758;-11.731
03:44.2;-11.767;-11.734
03:44.4;-11.755;-11.714
03:44.6;-11.758;-11.691
03:44.8;-11.735;-11.697
03:45.0;-11.746;-11.702
03:45.2;-11.752;-11.714
03:45.4;-11.721;-11.708
03:45.6;-11.749;-11.694
03:45.8;-11.723;-11.688
03:46.0;-11.744;-11.688
03:46.2;-11.744;-11.69
03:46.4;-11.744;-11.695
03:46.6;-11.752;-11.698
03:46.8;-11.741;-11.707
03:47.0;-11.726;-11.701
03:47.2;-11.749;-11.724
03:47.4;-11.758;-11.721
03:47.6;-11.769;-11.721
03:47.8;-11.749;-11.713
03:48.0;-11.749;-11.724
03:48.2;-11.767;-11.73
03:48.4;-11.761;-11.721
03:48.6;-11.761;-11.727
03:48.8;-11.778;-11.736
03:49.0;-11.79;-11.75
03:49.2;-11.792;-11.741
03:49.4;-11.784;-11.744
03:49.6;-11.79;-11.767
03:49.8;-11.807;-11.747
03:50.0;-11.818;-11.764
03:50.2;-11.839;-11.77
03:50.4;-11.82;-11.769
03:50.6;-11.84;-11.786
03:50.8;-11.843;-11.792
03:51.0;-11.849;-11.809
03:51.2;-11.88;-11.798
03:51.4;-11.877;-11.832
03:51.6;-11.909;-11.835
03:51.8;-11.898;-11.841
03:52.0;-11.926;-11.864
03:52.2;-11.955;-11.855
03:52.4;-11.913;-11.885
03:52.6;-11.982;-11.894
03:52.8;-11.948;-11.905
03:53.0;-11.974;-11.894
03:53.2;-11.959;-11.926
03:53.4;-12.005;-11.943
03:53.6;-12;-11.937
03:53.8;-12.031;-11.954
03:54.0;-12.031;-11.966
03:54.2;-12.023;-11.977
03:54.4;-12.046;-11.992
03:54.6;-12.069;-12
03:54.8;-12.077;-12.003
03:55.0;-12.089;-12.026
03:55.2;-12.086;-12.041
03:55.4;-12.098;-12.046
03:55.6;-12.123;-12.061
03:55.8;-12.118;-12.069
03:56.0;-12.126;-12.075
03:56.2;-12.132;-12.09
03:56.4;-12.161;-12.098
03:56.6;-12.198;-12.104
03:56.8;-12.187;-12.118
03:57.0;-12.21;-12.156
03:57.2;-12.204;-12.164
03:57.4;-12.218;-12.153
03:57.6;-12.233;-12.179
03:57.8;-12.256;-12.196
03:58.0;-12.262;-12.205
03:58.2;-12.279;-12.202
03:58.4;-12.293;-12.216
03:58.6;-12.29;-12.225
03:58.8;-12.339;-12.239
03:59.0;-12.305;-12.251
03:59.2;-12.331;-12.271
03:59.4;-12.322;-12.291
03:59.6;-12.333;-12.268
03:59.8;-12.371;-12.3
04:00.0;-12.365;-12.308
04:00.2;-12.411;-12.366
04:00.4;-12.385;-12.34
04:00.6;-12.4;-12.351
04:00.8;-12.414;-12.343
04:01.0;-12.414;-12.346
04:01.2;-12.437;-12.403
04:01.4;-12.451;-12.4
04:01.6;-12.483;-12.397
04:01.8;-12.46;-12.409
04:02.0;-12.503;-12.403
04:02.2;-12.492;-12.452
04:02.4;-12.497;-12.452
04:02.6;-12.509;-12.455
04:02.8;-12.532;-12.481
04:03.0;-12.552;-12.51
04:03.2;-12.546;-12.518
04:03.4;-12.575;-12.515
04:03.6;-12.595;-12.544
04:03.8;-12.604;-12.541
04:04.0;-12.613;-12.57
04:04.2;-12.633;-12.561
04:04.4;-12.636;-12.551
04:04.6;-12.649;-12.595
04:04.8;-12.651;-12.589
04:05.0;-12.677;-12.62
04:05.2;-12.689;-12.623
04:05.4;-12.692;-12.626
04:05.6;-12.709;-12.629
04:05.8;-12.712;-12.669
04:06.0;-12.738;-12.667
04:06.2;-12.735;-12.675
04:06.4;-12.752;-12.715
04:06.6;-12.761;-12.71
04:06.8;-12.795;-12.724
04:07.0;-12.795;-12.727
04:07.2;-12.778;-12.747
04:07.4;-12.801;-12.767
04:07.6;-12.841;-12.759
04:07.8;-12.847;-12.787
04:08.0;-12.847;-12.819
04:08.2;-12.862;-12.802
04:08.4;-12.87;-12.819
04:08.6;-12.887;-12.825
04:08.8;-12.905;-12.845
04:09.0;-12.928;-12.854
04:09.2;-12.913;-12.871
04:09.4;-12.959;-12.879
04:09.6;-12.971;-12.903
04:09.8;-12.954;-12.903
04:10.0;-13;-12.926
04:10.2;-12.988;-12.917
04:10.4;-13.02;-12.928
04:10.6;-13.011;-12.962
04:10.8;-13.034;-12.97
04:11.0;-13.043;-12.976
04:11.2;-13.037;-12.99
04:11.4;-13.063;-12.99
04:11.6;-13.089;-13.028
04:11.8;-13.097;-13.045
04:12.0;-13.103;-13.045
04:12.2;-13.097;-13.051
04:12.4;-13.129;-13.065
04:12.6;-13.146;-13.042
04:12.8;-13.158;-13.097
04:13.0;-13.164;-13.091
04:13.2;-13.164;-13.114
04:13.4;-13.187;-13.123
04:13.6;-13.178;-13.131
04:13.8;-13.224;-13.146
04:14.0;-13.207;-13.16
04:14.2;-13.241;-13.192
04:14.4;-13.247;-13.195
04:14.6;-13.233;-13.203
04:14.8;-13.276;-13.218
04:15.0;-13.302;-13.218
04:15.2;-13.296;-13.235
04:15.4;-13.302;-13.264
04:15.6;-13.331;-13.281
04:15.8;-13.333;-13.267
04:16.0;-13.342;-13.284
04:16.2;-13.345;-13.307
04:16.4;-13.368;-13.292
04:16.6;-13.359;-13.294
04:16.8;-13.382;-13.334
04:17.0;-13.4;-13.343
04:17.2;-13.414;-13.352
04:17.4;-13.42;-13.363
04:17.6;-13.408;-13.38
04:17.8;-13.449;-13.375
04:18.0;-13.466;-13.398
04:18.2;-13.454;-13.423
04:18.4;-13.466;-13.432
04:18.6;-13.485;-13.434
04:18.8;-13.519;-13.454
04:19.0;-13.516;-13.439
04:19.2;-13.511;-13.477
04:19.4;-13.49;-13.482
04:19.6;-13.528;-13.497
04:19.8;-13.559;-13.497
04:20.0;-13.551;-13.52
04:20.2;-13.565;-13.505
04:20.4;-13.545;-13.537
04:20.6;-13.588;-13.537
04:20.8;-13.62;-13.554
04:21.0;-13.634;-13.552
04:21.2;-13.623;-13.58
04:21.4;-13.614;-13.6
04:21.6;-13.649;-13.598
04:21.8;-13.66;-13.638
04:22.0;-13.672;-13.615
04:22.2;-13.695;-13.641
04:22.4;-13.68;-13.658
04:22.6;-13.703;-13.652
04:22.8;-13.724;-13.672
04:23.0;-13.715;-13.713
04:23.2;-13.744;-13.707
04:23.4;-13.735;-13.687
04:23.6;-13.741;-13.707
04:23.8;-13.755;-13.75
04:24.0;-13.775;-13.73
04:24.2;-13.781;-13.756
04:24.4;-13.816;-13.741
04:24.6;-13.821;-13.773
04:24.8;-13.81;-13.802
04:25.0;-13.844;-13.808
04:25.2;-13.865;-13.813
04:25.4;-13.865;-13.825
04:25.6;-13.867;-13.834
04:25.8;-13.89;-13.842
04:26.0;-13.893;-13.868
04:26.2;-13.902;-13.865
04:26.4;-13.928;-13.88
04:26.6;-13.925;-13.903
04:26.8;-13.949;-13.903
04:27.0;-13.972;-13.954
04:27.2;-13.984;-13.957
04:27.4;-14.01;-13.963
04:27.6;-14.01;-13.963
04:27.8;-14.004;-13.986
04:28.0;-14.016;-13.977
04:28.2;-14.044;-13.975
04:28.4;-14.053;-14.012
04:28.6;-14.067;-14.019
04:28.8;-14.073;-14.019
04:29.0;-14.085;-14.034
04:29.2;-14.09;-14.062
04:29.4;-14.116;-14.042
04:29.6;-14.113;-14.068
04:29.8;-14.122;-14.108
04:30.0;-14.142;-14.103
04:30.2;-14.165;-14.12
04:30.4;-14.168;-14.123
04:30.6;-14.185;-14.14
04:30.8;-14.206;-14.149
04:31.0;-14.211;-14.166
04:31.2;-14.24;-14.169
04:31.4;-14.234;-14.18
04:31.6;-14.252;-14.221
04:31.8;-14.269;-14.218
04:32.0;-14.283;-14.215
04:32.2;-14.286;-14.226
04:32.4;-14.324;-14.275
04:32.6;-14.306;-14.272
04:32.8;-14.341;-14.297
04:33.0;-14.344;-14.317
04:33.2;-14.346;-14.3
04:33.4;-14.369;-14.328
04:33.6;-14.398;-14.343
04:33.8;-14.398;-14.354
04:34.0;-14.398;-14.349
04:34.2;-14.421;-14.363
04:34.4;-14.441;-14.389
04:34.6;-14.447;-14.403
04:34.8;-14.456;-14.426
04:35.0;-14.485;-14.423
04:35.2;-14.493;-14.432
04:35.4;-14.476;-14.444
04:35.6;-14.496;-14.458
04:35.8;-14.536;-14.472
04:36.0;-14.539;-14.492
04:36.2;-14.542;-14.501
04:36.4;-14.568;-14.51
04:36.6;-14.571;-14.536
04:36.8;-14.585;-14.536
04:37.0;-14.617;-14.536
04:37.2;-14.617;-14.562
04:37.4;-14.634;-14.59
04:37.6;-14.64;-14.576
04:37.8;-14.651;-14.613
04:38.0;-14.654;-14.593
04:38.2;-14.689;-14.61
04:38.4;-14.703;-14.645
04:38.6;-14.7;-14.654
04:38.8;-14.706;-14.668
04:39.0;-14.723;-14.685
04:39.2;-14.752;-14.685
04:39.4;-14.758;-14.694
04:39.6;-14.778;-14.717
04:39.8;-14.79;-14.728
04:40.0;-14.787;-14.728
04:40.2;-14.818;-14.754
04:40.4;-14.821;-14.78
04:40.6;-14.821;-14.774
04:40.8;-14.85;-14.795
04:41.0;-14.853;-14.812
04:41.2;-14.867;-14.815
04:41.4;-14.925;-14.812
04:41.6;-14.896;-14.849
04:41.8;-14.896;-14.835
04:42.0;-14.919;-14.881
04:42.2;-14.936;-14.875
04:42.4;-14.928;-14.898
04:42.6;-14.974;-14.904
04:42.8;-14.954;-14.913
04:43.0;-15;-14.936
04:43.2;-15.008;-14.95
04:43.4;-15.017;-14.95
04:43.6;-15.023;-14.973
04:43.8;-15.037;-14.959
04:44.0;-15.054;-14.97
04:44.2;-15.063;-15.016
04:44.4;-15.06;-15.01
04:44.6;-15.08;-15.022
04:44.8;-15.089;-15.028
04:45.0;-15.095;-15.059
04:45.2;-15.123;-15.068
04:45.4;-15.141;-15.074
04:45.6;-15.149;-15.105
04:45.8;-15.146;-15.1
04:46.0;-15.19;-15.117
04:46.2;-15.207;-15.137
04:46.4;-15.215;-15.154
04:46.6;-15.213;-15.157
04:46.8;-15.195;-15.177
04:47.0;-15.224;-15.18
04:47.2;-15.241;-15.195
04:47.4;-15.238;-15.195
04:47.6;-15.308;-15.206
04:47.8;-15.273;-15.235
04:48.0;-15.293;-15.223
04:48.2;-15.313;-15.252
04:48.4;-15.328;-15.266
04:48.6;-15.342;-15.269
04:48.8;-15.345;-15.301
04:49.0;-15.356;-15.301
04:49.2;-15.365;-15.327
04:49.4;-15.377;-15.341
04:49.6;-15.385;-15.333
04:49.8;-15.423;-15.364
04:50.0;-15.423;-15.364
04:50.2;-15.446;-15.387
04:50.4;-15.44;-15.399
04:50.6;-15.463;-15.405
04:50.8;-15.469;-15.405
04:51.0;-15.492;-15.445
04:51.2;-15.509;-15.456
04:51.4;-15.518;-15.428
04:51.6;-15.529;-15.468
04:51.8;-15.529;-15.488
04:52.0;-15.541;-15.482
04:52.2;-15.546;-15.488
04:52.4;-15.564;-15.523
04:52.6;-15.572;-15.514
04:52.8;-15.601;-15.523
04:53.0;-15.592;-15.537
04:53.2;-15.607;-15.554
04:53.4;-15.627;-15.569
04:53.6;-15.647;-15.595
04:53.8;-15.653;-15.609
04:54.0;-15.601;-15.505
04:54.2;-15.362;-15.304
04:54.4;-15.143;-15.12
04:54.6;-14.859;-14.838
04:54.8;-14.574;-14.59
04:55.0;-14.28;-14.297
04:55.2;-13.99;-14.061
04:55.4;-13.745;-13.839
04:55.6;-13.44;-13.551
04:55.8;-13.169;-13.301
04:56.0;-12.856;-13.01
04:56.2;-12.58;-12.728
04:56.4;-12.344;-12.527
04:56.6;-12.076;-12.231
04:56.8;-11.785;-11.969
04:57.0;-11.466;-11.694
04:57.2;-11.198;-11.412
